	Topic_Num	Topic_Perc_Contrib	Keywords	Text
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Annuity review w/ group</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>730</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:05 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/02/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/02/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/02/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/02/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/02/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/02/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/02/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/02/1999 06:00:00 PM-11/02/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Supp book?</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>731</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:05 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/02/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/02/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/02/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/02/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/02/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/02/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/02/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/02/1999 06:00:00 PM-11/02/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Supp book?</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>732</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:59 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/02/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/02/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/02/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/02/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/02/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/02/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/02/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/02/1999 06:00:00 PM-11/02/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Supp book?</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>733</OMNICalendarEntryID>
        <OMNICreatedDate>11/17/1999 6:16:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/02/1999 06:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/02/1999 06:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/02/1999 06:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/02/1999 06:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/02/1999 06:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/02/1999 07:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/02/1999 07:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/02/1999 06:00:00 PM-11/02/1999 07:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Supp book?</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>734</OMNICalendarEntryID>
        <OMNICreatedDate>11/17/1999 6:16:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 04:00:00 PM-11/03/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>VEA </OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>735</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:06 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 04:00:00 PM-11/03/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>VEA </OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>736</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:05 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 04:00:00 PM-11/03/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>VEA </OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>737</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:37:59 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 04:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 04:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 04:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 04:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 04:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 05:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 05:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 04:00:00 PM-11/03/1999 05:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>VEA </OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>738</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:00 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 05:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 05:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 05:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 05:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 05:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 06:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 06:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 05:30:00 PM-11/03/1999 06:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>LV Cogen meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>739</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:06 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 05:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 05:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 05:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 05:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 05:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 06:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 06:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 05:30:00 PM-11/03/1999 06:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>LV Cogen meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>740</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:06 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 05:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 05:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 05:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 05:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 05:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 06:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 06:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 05:30:00 PM-11/03/1999 06:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>LV Cogen meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>741</OMNICalendarEntryID>
        <OMNICreatedDate>11/17/1999 6:16:07 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/03/1999 05:30:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/03/1999 05:30:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/03/1999 05:30:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/03/1999 05:30:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/03/1999 05:30:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/03/1999 06:30:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/03/1999 06:30:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/03/1999 05:30:00 PM-11/03/1999 06:30:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>LV Cogen meeting</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>742</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:06 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/18/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/18/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/18/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/18/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/18/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/18/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/18/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/18/1999 05:00:00 PM-11/18/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Jeremy Morris interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>743</OMNICalendarEntryID>
        <OMNICreatedDate>11/22/1999 4:55:56 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/18/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/18/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/18/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/18/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/18/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/18/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/18/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/18/1999 05:00:00 PM-11/18/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Jeremy Morris interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>744</OMNICalendarEntryID>
        <OMNICreatedDate>5/9/2000 5:40:06 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
        <OMNIExcludeFromView>D</OMNIExcludeFromView>
        <OMNI$PublicAccess>1</OMNI$PublicAccess>
        <OMNIChair>CN=John M Forney/OU=HOU/O=ECT</OMNIChair>
        <OMNIOrgTable>C0</OMNIOrgTable>
        <OMNI$BusyName>CN=John M Forney/OU=HOU/O=ECT</OMNI$BusyName>
        <OMNI$Busy>1</OMNI$Busy>
        <OMNI$BusyPriority>1</OMNI$BusyPriority>
        <OMNIPrincipal>CN=John M Forney/OU=HOU/O=ECT</OMNIPrincipal>
        <OMNIAppointmentType>0</OMNIAppointmentType>
        <OMNI_ViewIcon>160</OMNI_ViewIcon>
        <OMNICalendarDateTime>11/18/1999 05:00:00 PM</OMNICalendarDateTime>
        <OMNIStartDate>11/18/1999 05:00:00 PM</OMNIStartDate>
        <OMNIStartDateTime>11/18/1999 05:00:00 PM</OMNIStartDateTime>
        <OMNIOriginalDateTime>11/18/1999 05:00:00 PM</OMNIOriginalDateTime>
        <OMNIReminderTime>11/18/1999 05:00:00 PM</OMNIReminderTime>
        <OMNIEndDateTime>11/18/1999 06:00:00 PM</OMNIEndDateTime>
        <OMNI$NoPurge>11/18/1999 06:00:00 PM</OMNI$NoPurge>
        <OMNITimeRange>11/18/1999 05:00:00 PM-11/18/1999 06:00:00 PM</OMNITimeRange>
        <OMNIDuration>1</OMNIDuration>
        <OMNIOrgDontDoubleBook>1</OMNIOrgDontDoubleBook>
        <OMNISubject>Jeremy Morris interview</OMNISubject>
        <OMNI$UpdatedBy>CN=John M Forney/OU=HOU/O=ECT</OMNI$UpdatedBy>
    </OMNICalendarEntry>

    <OMNICalendarEntry>
        <OMNICalendarEntryID>745</OMNICalendarEntryID>
        <OMNICreatedDate>3/6/2000 3:38:00 PM</OMNICreatedDate>
        <OMNIForm>Appointment</OMNIForm>
